Images\1367.jpg,0.000000
Images\1185.jpg,8770.057737
Images\2252.jpg,9105.889440
Images\1904.jpg,9247.621345
Images\2259.jpg,9502.743493
Images\1144.jpg,9873.132030
Images\1899.jpg,10045.956891
Images\2142.jpg,10126.671699
Images\2166.jpg,10252.120741
Images\1069.jpg,12556.444784
Images\1384.jpg,13443.337172
Images\179.jpg,13463.765626
Images\2023.jpg,14064.981775
Images\2353.jpg,14290.473725
Images\2356.jpg,14848.472496
Images\2245.jpg,14975.710091
Images\1858.jpg,15077.054131
Images\2068.jpg,15178.094840
Images\2368.jpg,15493.811911
Images\1365.jpg,15737.680945
